Symbol|Name|LastSale|MarketCap|IPOyear|Sector|industry|Summary Quote
BLMT|BSB Bancorp, Inc.|21.13|$191.66M|2011|Finance|Major Banks|http://www.nasdaq.com/symbol/blmt
BSQR|BSQUARE Corporation|6.26|$73.98M|1999|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/bsqr
BT|BT Group plc|73.62|$61.64B|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/bt
BPL|Buckeye Partners L.P.|70.05|$8.97B|1986|Energy|Natural Gas Distribution|http://www.nasdaq.com/symbol/bpl
BKE|Buckle, Inc. (The)|42.35|$2.06B|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/bke
BVN|Buenaventura Mining Company Inc.|6.74|$1.71B|1996|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/bvn
BWLD|Buffalo Wild Wings, Inc.|195.21|$3.71B|2003|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/bwld
BBW|Build-A-Bear Workshop, Inc.|20.87|$358.95M|2004|Consumer Services|Recreational Products/Toys|http://www.nasdaq.com/symbol/bbw
BLDR|Builders FirstSource, Inc.|14.54|$1.58B|2005|Consumer Services|RETAIL: Building Materials|http://www.nasdaq.com/symbol/bldr
BG|Bunge Limited|76.99|$10.45B|2001|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/bg
BUR|Burcon Nutrascience Corp|2.11|$75.32M|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/bur
BURL|Burlington Stores, Inc.|53.43|$4.04B|2013|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/burl
BWXT|BWX Technologies, Inc.|25.7|$2.76B|n/a|Energy|Industrial Machinery/Components|http://www.nasdaq.com/symbol/bwxt
CFFI|C&F Financial Corporation|36.51|$123.92M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cffi
CJES|C&J Energy Services, Ltd.|8.04|$956.12M|2015|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/cjes
CHRW|C.H. Robinson Worldwide, Inc.|69.58|$10.15B|1997|Transportation|Oil Refining/Marketing|http://www.nasdaq.com/symbol/chrw
BCR|C.R. Bard, Inc.|199.08|$14.77B|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/bcr
BNK|C1 Financial, Inc.|18.32|$294.97M|2014|Finance|Major Banks|http://www.nasdaq.com/symbol/bnk
CA|CA Inc.|29.47|$13.01B|n/a|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/ca
GYB|CABCO Series 2004-101 Trust|20.96|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/gyb
PFH|CABCO Series 2004-101 Trust|19.94|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/pfh
CAB|Cabela&#39;s Inc|44.7|$3.14B|2004|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/cab
CABO|Cable One, Inc.|430.3|$2.51B|2015|Consumer Services|Television Services|http://www.nasdaq.com/symbol/cabo
CVC|Cablevision Systems Corporation|26.44|$5.86B|1986|Consumer Services|Television Services|http://www.nasdaq.com/symbol/cvc
CBT|Cabot Corporation|34.8|$2.19B|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/cbt
CCMP|Cabot Microelectronics Corporation|45.61|$1.13B|2000|Technology|Semiconductors|http://www.nasdaq.com/symbol/ccmp
COG|Cabot Oil & Gas Corporation|25.84|$10.69B|1990|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/cog
CACI|CACI International, Inc.|82.8|$2B|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/caci
CDNS|Cadence Design Systems, Inc.|21.38|$6.23B|n/a|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/cdns
CDZI|Cadiz, Inc.|7.76|$138.29M|n/a|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/cdzi
CAE|CAE Inc|11.84|$3.18B|n/a|Miscellaneous|Industrial Machinery/Components|http://www.nasdaq.com/symbol/cae
CACQ|Caesars Acquisition Company|7.12|$971.44M|n/a|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/cacq
CZR|Caesars Entertainment Corporation|7.62|$1.1B|2012|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/czr
CSTE|CaesarStone Sdot-Yam Ltd.|54.58|$1.93B|2012|Capital Goods|Building Materials|http://www.nasdaq.com/symbol/cste
PRSS|CafePress Inc.|4.4001|$77.37M|2012|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/prss
CAP|Cai International, Inc.|14.11|$299.4M|2007|Technology|Diversified Commercial Services|http://www.nasdaq.com/symbol/cap
CLBS|Caladrius Biosciences, Inc.|1.22|$67.53M|n/a|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/clbs
CLMS|Calamos Asset Management, Inc.|11.78|$241.85M|2004|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/clms
CHY|Calamos Convertible and High Income Fund|12.09|$876.63M|2003|n/a|n/a|http://www.nasdaq.com/symbol/chy
CHI|Calamos Convertible Opportunities and Income Fund|11.28|$772.19M|2002|n/a|n/a|http://www.nasdaq.com/symbol/chi
CCD|Calamos Dynamic Convertible & Income Fund|20.81|$507.45M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ccd
CFGE|Calamos Focus Growth ETF|11.34|$29.48M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cfge
CHW|Calamos Global Dynamic Income Fund|8.26|$487.4M|2007|n/a|n/a|http://www.nasdaq.com/symbol/chw
CGO|Calamos Global Total Return Fund|13|$110.05M|2005|n/a|n/a|http://www.nasdaq.com/symbol/cgo
CSQ|Calamos Strategic Total Return Fund|10.61|$1.64B|2004|n/a|n/a|http://www.nasdaq.com/symbol/csq
CAMP|CalAmp Corp.|16.69|$605.28M|1983|Technology|Radio And Television Broadcasting And Communications Equipment|http://www.nasdaq.com/symbol/camp
CVGW|Calavo Growers, Inc.|54.45|$946.52M|n/a|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/cvgw
CAL|Caleres, Inc.|32.18|$1.41B|n/a|Consumer Non-Durables|Shoe Manufacturing|http://www.nasdaq.com/symbol/cal
CCC|Calgon Carbon Corporation|15.89|$832.11M|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/ccc
CFNB|California First National Bancorp|13.4801|$141M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cfnb
CRC|California Resources Corporation|4.07|$1.57B|2014|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/crc
CWT|California Water  Service Group Holding|20.95|$1B|n/a|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/cwt
CALA|Calithera Biosciences, Inc.|6.64|$119.16M|2014|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cala
CALX|Calix, Inc|8.12|$422.24M|2010|Consumer Services|Telecommunications Equipment|http://www.nasdaq.com/symbol/calx
ELY|Callaway Golf Company|9.24|$726.13M|1992|Consumer Non-Durables|Recreational Products/Toys|http://www.nasdaq.com/symbol/ely
CALD|Callidus Software, Inc.|16.41|$914.4M|2003|Technology|EDP Services|http://www.nasdaq.com/symbol/cald
CPE|Callon Petroleum Company|8.43|$558.73M|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/cpe
CPE^A|Callon Petroleum Company|46.95|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/cpe^a
CALM|Cal-Maine Foods, Inc.|55.09|$2.67B|1996|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/calm
CPN|Calpine Corporation|17.05|$6.14B|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/cpn
CLMT|Calumet Specialty Products Partners, L.P.|26.38|$2B|2006|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/clmt
ABCD|Cambium Learning Group, Inc.|4.23|$192.41M|n/a|Consumer Services|Publishing|http://www.nasdaq.com/symbol/abcd
CBM|Cambrex Corporation|51.13|$1.6B|1987|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cbm
CAMB|CAMBRIDGE CAPITAL ACQUISITION CORPORATION|9.95|$104.82M|2014|Finance|Business Services|http://www.nasdaq.com/symbol/camb
CAMBU|CAMBRIDGE CAPITAL ACQUISITION CORPORATION|9.95|n/a|2013|Finance|Business Services|http://www.nasdaq.com/symbol/cambu
CAMBW|CAMBRIDGE CAPITAL ACQUISITION CORPORATION|0.15|n/a|2014|Finance|Business Services|http://www.nasdaq.com/symbol/cambw
CAC|Camden National Corporation|40.34|$300.23M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cac
CPT|Camden Property Trust|79.73|$6.92B|1993|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/cpt
CCJ|Cameco Corporation|14.62|$5.79B|1996|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/ccj
CAM|Cameron International Corporation|51.43|$9.85B|n/a|Energy|Metal Fabrications|http://www.nasdaq.com/symbol/cam
CPB|Campbell Soup Company|50.48|$15.68B|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/cpb
CCG|Campus Crest Communities, Inc.|5.56|$360.19M|2010|Finance|Real Estate|http://www.nasdaq.com/symbol/ccg
CCG^A|Campus Crest Communities, Inc.|24.13|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ccg^a
CAMT|Camtek Ltd.|2.82|$99.12M|2000|Capital Goods|Electronic Components|http://www.nasdaq.com/symbol/camt
CM|Canadian Imperial Bank of Commerce|71.88|$28.56B|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/cm
CNI|Canadian National Railway Company|63.14|$50.47B|n/a|Transportation|Railroads|http://www.nasdaq.com/symbol/cni
CNQ|Canadian Natural Resources Limited|25.51|$27.92B|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/cnq
CP|Canadian Pacific Railway Limited|160.94|$25.96B|n/a|Transportation|Railroads|http://www.nasdaq.com/symbol/cp
CSIQ|Canadian Solar Inc.|25.95|$1.43B|2006|Technology|Semiconductors|http://www.nasdaq.com/symbol/csiq
CGIX|Cancer Genetics, Inc.|8.77|$86.18M|n/a|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/cgix
CANF|Can-Fite Biopharma Ltd|1.7|$18.12M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/canf
CAJ|Canon, Inc.|32.48|$35.47B|n/a|Miscellaneous|Industrial Machinery/Components|http://www.nasdaq.com/symbol/caj
CMN|Cantel Medical Corp.|54.4|$2.26B|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/cmn
CPHC|Canterbury Park Holding Corporation|10.6|$44.52M|n/a|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/cphc
CBNJ|Cape Bancorp, Inc.|10.91|$153.84M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cbnj
CPLA|Capella Education Company|51.97|$627.13M|2006|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/cpla
CBF|Capital Bank Financial Corp.|30.39|$1.41B|2012|Finance|Major Banks|http://www.nasdaq.com/symbol/cbf
CCBG|Capital City Bank Group|15.21|$266.67M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/ccbg
COF^P|Capital One Financial Corp|25.43|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cof^p
COF|Capital One Financial Corporation|82.49|$44.74B|1994|Finance|Major Banks|http://www.nasdaq.com/symbol/cof
COF.WS|Capital One Financial Corporation|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cof.ws
COF^C|Capital One Financial Corporation|25.91|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cof^c
COF^D|Capital One Financial Corporation|27.27|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cof^d
CPLP|Capital Product Partners L.P.|7.35|$881.08M|2007|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/cplp
CSU|Capital Senior Living Corporation|20.9|$616.56M|1997|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/csu
CSWC|Capital Southwest Corporation|48.35|$753.45M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cswc
BXMT|Capital Trust, Inc.|28.83|$2.69B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/bxmt
CLA|Capitala Finance Corp.|25.62|n/a|2014|n/a|n/a|http://www.nasdaq.com/symbol/cla
CPTA|Capitala Finance Corp.|14.63|$241.06M|2013|n/a|n/a|http://www.nasdaq.com/symbol/cpta
CFFN|Capitol Federal Financial, Inc.|12.17|$1.68B|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/cffn
CAPN|Capnia, Inc.|1.85|$14.63M|2014|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/capn
CAPNW|Capnia, Inc.|0.77|n/a|2014|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|http://www.nasdaq.com/symbol/capnw
CAPR|Capricor Therapeutics, Inc.|4.41|$71.54M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/capr
CMO|Capstead Mortgage Corporation|10.79|$1.03B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/cmo
CMO^E|Capstead Mortgage Corporation|24.7404|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cmo^e
CPST|Capstone Turbine Corporation|0.4055|$134.11M|2000|Energy|Industrial Machinery/Components|http://www.nasdaq.com/symbol/cpst
CARA|Cara Therapeutics, Inc.|22.39|$608.22M|2014|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cara
CRR|Carbo Ceramics, Inc.|33.25|$774.51M|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/crr
CARB|Carbonite, Inc.|11.67|$320.32M|2011|Technology|EDP Services|http://www.nasdaq.com/symbol/carb
CBYL|Carbylan Therapeutics, Inc.|6.59|$172.75M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cbyl
CRDC|Cardica, Inc.|0.3701|$32.92M|2006|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/crdc
CFNL|Cardinal Financial Corporation|23.74|$763.51M|1998|Finance|Major Banks|http://www.nasdaq.com/symbol/cfnl
CAH|Cardinal Health, Inc.|85.73|$28.36B|n/a|Health Care|Other Pharmaceuticals|http://www.nasdaq.com/symbol/cah
CRME|Cardiome Pharma Corporation|9.55|$160.19M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/crme
CSII|Cardiovascular Systems, Inc.|23.61|$748.64M|1981|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/csii
CATM|Cardtronics, Inc.|35.16|$1.58B|2007|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/catm
CCP$|Care Capital Properties, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ccp$
CRCM|Care.com, Inc.|5.73|$183.68M|2014|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/crcm
CDNA|CareDx, Inc.|6.41|$75.88M|2014|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/cdna
CECO|Career Education Corporation|4.13|$280.62M|1998|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/ceco
CTRE|CareTrust REIT, Inc.|11.64|$367.28M|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/ctre
CSL|Carlisle Companies Incorporated|103.06|$6.72B|n/a|Basic Industries|Specialty Chemicals|http://www.nasdaq.com/symbol/csl
KMX|CarMax Inc|63.41|$13.19B|n/a|Consumer Durables|Automotive Aftermarket|http://www.nasdaq.com/symbol/kmx
CKEC|Carmike Cinemas, Inc.|23.62|$580.49M|n/a|Consumer Services|Movies/Entertainment|http://www.nasdaq.com/symbol/ckec
CCL|Carnival Corporation|52.42|$42.44B|1987|Consumer Services|Marine Transportation|http://www.nasdaq.com/symbol/ccl
CUK|Carnival Corporation|54.84|$44.4B|n/a|Consumer Services|Marine Transportation|http://www.nasdaq.com/symbol/cuk
CLBH|Carolina Bank Holdings Inc.|12.85|$64.05M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/clbh
CARO|Carolina Financial Corporation|16.02|$187.63M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/caro
CART|Carolina Trust Bank|5.459|$25.36M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cart
CRS|Carpenter Technology Corporation|40.06|$2.02B|n/a|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/crs
CSV|Carriage Services, Inc.|23.34|$429.44M|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/csv
CRZO|Carrizo Oil & Gas, Inc.|35.76|$1.86B|1997|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/crzo
TAST|Carrols Restaurant Group, Inc.|12.46|$442.44M|2006|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/tast
CRI|Carter&#39;s, Inc.|98.93|$5.17B|2003|Consumer Non-Durables|Apparel|http://www.nasdaq.com/symbol/cri
CRTN|Cartesian, Inc.|2.88|$25.14M|n/a|Consumer Services|Professional Services|http://www.nasdaq.com/symbol/crtn
CARV|Carver Bancorp, Inc.|6|$22.18M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/carv
CASM|CAS Medical Systems, Inc.|1.15|$30.77M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/casm
CACB|Cascade Bancorp|5.47|$396.4M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cacb
CSCD|Cascade Microtech, Inc.|13.65|$227.04M|2004|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/cscd
CWST|Casella Waste Systems, Inc.|6.21|$254.09M|1997|Public Utilities|Environmental Services|http://www.nasdaq.com/symbol/cwst
CASY|Caseys General Stores, Inc.|102.99|$4.01B|1983|Consumer Durables|Automotive Aftermarket|http://www.nasdaq.com/symbol/casy
CSH|Cash America International, Inc.|26.35|$700.59M|n/a|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/csh
CASI|CASI Pharmaceuticals, Inc.|1.47|$47.7M|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/casi
CASS|Cass Information Systems, Inc|50.87|$580.97M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/cass
CAS|Castle (A.M.) & Co.|3.51|$83.46M|n/a|Basic Industries|Metal Fabrications|http://www.nasdaq.com/symbol/cas
ROX|Castle Brands, Inc.|1.19|$190.1M|2006|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/rox
CSLT|Castlight Health, inc.|6.35|$251.68M|2014|Technology|EDP Services|http://www.nasdaq.com/symbol/cslt
CATB|Catabasis Pharmaceuticals, Inc.|12.835|$186.72M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/catb
CTLT|Catalent, Inc.|33.61|$4.18B|2014|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/ctlt
CPRX|Catalyst Pharmaceuticals, Inc.|4.37|$358.38M|2006|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cprx
CTT|CatchMark Timber Trust, Inc.|10.97|$433.88M|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/ctt
CAT|Caterpillar, Inc.|80.16|$48.31B|n/a|Capital Goods|Construction/Ag Equipment/Trucks|http://www.nasdaq.com/symbol/cat
CATY|Cathay General Bancorp|32.83|$2.71B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/caty
CATYW|Cathay General Bancorp|12.2899|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/catyw
CATO|Cato Corporation (The)|37.03|$1.04B|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/cato
CVCO|Cavco Industries, Inc.|73.52|$652.39M|n/a|Basic Industries|Homebuilding|http://www.nasdaq.com/symbol/cvco
CAVM|Cavium, Inc.|71.62|$3.99B|2007|Technology|Semiconductors|http://www.nasdaq.com/symbol/cavm
CBFV|CB Financial Services, Inc.|19.86|$80.86M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/cbfv
CNLM|CB Pharma Acquisition Corp.|9.9|$54.81M|2015|Finance|Business Services|http://www.nasdaq.com/symbol/cnlm
CNLMR|CB Pharma Acquisition Corp.|0.405|n/a|2015|Finance|Business Services|http://www.nasdaq.com/symbol/cnlmr
CNLMU|CB Pharma Acquisition Corp.|10.36|n/a|2014|Finance|Business Services|http://www.nasdaq.com/symbol/cnlmu
CNLMW|CB Pharma Acquisition Corp.|0.35|n/a|2015|Finance|Business Services|http://www.nasdaq.com/symbol/cnlmw
CBZ|CBIZ, Inc.|9.59|$509.59M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/cbz
CBL|CBL & Associates Properties, Inc.|16.09|$2.74B|1993|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/cbl
CBL^D|CBL & Associates Properties, Inc.|25.5|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cbl^d
CBL^E|CBL & Associates Properties, Inc.|25.51|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cbl^e
CBO|CBO (Listing Market - NYSE - Networks A/E)|23.99|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cbo
CBOE|CBOE Holdings, Inc.|63.9|$5.29B|2010|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/cboe
IGR|CBRE Clarion Global Real Estate Income Fund|8.06|$939.72M|2004|n/a|n/a|http://www.nasdaq.com/symbol/igr
CBG|CBRE Group, Inc.|38.3|$12.75B|2004|Finance|Real Estate|http://www.nasdaq.com/symbol/cbg
CBS|CBS Corporation|51.18|$24.68B|n/a|Consumer Services|Broadcasting|http://www.nasdaq.com/symbol/cbs
CBS.A|CBS Corporation|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cbs.a
CBX|CBX (Listing Market NYSE Networks AE|1.2|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cbx
CAW|CCA Industries, Inc.|2.5|$17.52M|n/a|Consumer Non-Durables|Package Goods/Cosmetics|http://www.nasdaq.com/symbol/caw
CDI|CDI Corporation|10.12|$199.31M|n/a|Technology|Professional Services|http://www.nasdaq.com/symbol/cdi
CDK|CDK Global, Inc.|50.16|$8.04B|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/cdk
CDW|CDW Corporation|39.29|$6.78B|2013|Consumer Services|Catalog/Specialty Distribution|http://www.nasdaq.com/symbol/cdw
CEB|CEB Inc.|76.09|$2.55B|n/a|Consumer Services|Professional Services|http://www.nasdaq.com/symbol/ceb
CECE|CECO Environmental Corp.|9.3|$245.91M|n/a|Capital Goods|Pollution Control Equipment|http://www.nasdaq.com/symbol/cece
FUN|Cedar Fair, L.P.|54.46|$3.05B|1987|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/fun
CDR|Cedar Realty Trust, Inc.|6.86|$583.14M|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/cdr
CDR^B|Cedar Realty Trust, Inc.|25.38|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cdr^b
CGI|Celadon Group, Inc.|21.63|$593.64M|n/a|Transportation|Trucking Freight/Courier Services|http://www.nasdaq.com/symbol/cgi
CE|Celanese Corporation|66.98|$10.27B|2005|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/ce
CPXX|Celator Pharmaceuticals Inc.|2.28|$76.93M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/cpxx
CLS|Celestica, Inc.|13.38|$1.66B|1998|Technology|Electrical Products|http://www.nasdaq.com/symbol/cls
CELG|Celgene Corporation|131.23|$103.74B|1987|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/celg
CELGZ|Celgene Corporation|2|n/a|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/celgz
CLDN|Celladon Corporation|1.15|$27.49M|2014|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/cldn
